level_0,index,rank,song,artist_base,artist_all,year,lyrics
400,0,1,shape of you,ed sheeran,ed sheeran,2017,"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
And you come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Oh—I—oh—I—oh—I—oh—I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you"
401,1,2,despacito (remix),luis fonsi,luis fonsi  and  daddy yankee  featuring  justin bieber,2017,""" ft. Justin Bieber]
Comin' over in my direction
So thankful for that, it's such a blessin', yeah
Turn every situation into heaven, yeah
Oh-oh, you are
My sunrise on the darkest day
Got me feelin' some kind of way
Make me wanna savor every moment slowly, slowly
You fit me tailor-made, love how you put it on
Got the only key, know how to turn it on
The way you nibble on my ear, the only words I wanna hear
Baby, take it slow so we can last long
¡Oh! Tú, tú eres el imán y yo soy el metal
Me voy acercando y voy armando el plan
Sólo con pensarlo se acelera el pulso 
Ya, ya me está gustando más de lo normal
Todos mis sentidos van pidiendo más
Esto hay que tomarlo sin ningún apuro
Despacito
Quiero respirar tu cuello despacito
Deja que te diga cosas al oído
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito
Firmo en las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito
(Sube, sube, sube
Sube, sube)
Quiero ver bailar tu pelo, quiero ser tu ritmo 
Que le enseñes a mi boca 
Tus lugares favoritos 
Déjame sobrepasar tus zonas de peligro 
Hasta provocar tus gritos 
Y que olvides tu apellido
Si te pido un beso, ven, dámelo, yo sé que estás pensándolo
Llevo tiempo intentándolo, mami, esto es dando y dándolo
Sabes que tu corazón conmigo te hace bom, bom
Sabes que esa beba está buscando de mi bom, bom
Ven, prueba de mi boca para ver cómo te sabe
Quiero, quiero, quiero ver cuánto amor a ti te cabe
Yo no tengo prisa, yo me quiero dar el viaje
Empecemos lento, después salvaje
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Cuando tú me besas con esa destreza
Veo que eres malicia con delicadeza
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Y es que esa belleza es un rompecabezas
Pero pa' montarlo aquí tengo la pieza
¡Oye!
Despacito
Quiero respirar tu cuello despacito
Deja que te diga cosas al oído
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito
Firmo en las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito
(Sube, sube, sube
Sube, sube)
Quiero ver bailar tu pelo, quiero ser tu ritmo 
Que le enseñes a mi boca 
Tus lugares favoritos 
Déjame sobrepasar tus zonas de peligro 
Hasta provocar tus gritos 
Y que olvides tu apellido
Despacito
This is how we do it down in Puerto Rico
I just wanna hear you screaming, ""¡Ay, Bendito!""
I can move forever cuando esté contigo
¡Báilalo!
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Que le enseñes a mi boca
Tus lugares favoritos
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Hasta provocar tus gritos 
Y que olvides tu apellido 
Despacito"
402,2,3,that's what i like,bruno mars,bruno mars,2017,"Hey, hey, hey
I got a condo in Manhattan
Baby girl, what's  hatnin'?
You and your ass invited
So gon' and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami 
Wake up with no jammies 
Lobster tail for dinner
Julio serve that scampi 
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
I'm talkin' trips to Puerto Rico
Say the word and we go 
You can be my freaka 
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' never leave
Shopping sprees in Paris
Everything 24 karats
Take a look in that mirror
Now tell me who's the fairest
Is it you?  Is it me? 
Say it's us  and I'll agree, baby
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
If you say you want a good time
Well here I am baby, here I am baby
Talk to me, talk to me, talk to me
Tell me what's on your mind 
If you want it, girl come and get it
All this is here for you
Tell me baby, tell me, tell me baby
What you tryna do
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like"
403,3,4,humble,kendrick lamar,kendrick lamar,2017,"Nobody pray for me
It's been that day for me
Waaaaay 
Ayy, I remember syrup sandwiches and crime allowances
Finesse a nigga with some counterfeits, but now I’m countin' this
Parmesan where my accountant lives, in fact I'm downin’ this
D'USSÉ with my boo bae tastes like Kool-Aid for the analysts
Girl, I can buy yo' ass the world with my paystub
Ooh, that pussy good, won't you sit it on my taste bloods?
I get way too petty once you let me do the extras
Pull up on your block, then break it down: we playin' Tetris
A.M. to the P.M., P.M. to the A.M., funk
Piss out your per diem, you just gotta hate 'em, funk
If I quit your BM, I still ride Mercedes, funk
If I quit this season, I still be the greatest, funk
My left stroke just went viral
Right stroke put lil' baby in a spiral
Soprano C, we like to keep it on a high note
It's levels to it, you and I know
Bitch, be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Bitch, sit down 
Be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Bitch, sit down 
Be humble 
Sit down 
Who dat nigga thinkin' that he frontin' on Man-Man? 
Get the fuck off my stage, I'm the Sandman 
Get the fuck off my dick, that ain't right
I make a play fucking up your whole life
I'm so fuckin' sick and tired of the Photoshop
Show me somethin' natural like afro on Richard Pryor
Show me somethin' natural like ass with some stretch marks
Still will take you down right on your mama's couch in Polo socks
Ayy, this shit way too crazy, ayy, you do not amaze me, ayy
I blew cool from AC, ayy, Obama just paged me, ayy
I don't fabricate it, ayy, most of y'all be fakin', ayy
I stay modest 'bout it, ayy, she elaborate it, ayy
This that Grey Poupon, that Evian, that TED Talk, ayy
Watch my soul speak, you let the meds talk, ayy
If I kill a nigga, it won't be the alcohol, ayy
I'm the realest nigga after all
Bitch, be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Bitch, sit down 
Be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Sit down 
Be humble 
Bitch, sit down 
Be humble 
Sit down "
404,4,5,something just like this,the chainsmokers,the chainsmokers  and  coldplay,2017,"I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list
But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
I want something just like this
I've been reading books of old
The legends and the myths
The testaments they told
The moon and its eclipse
And Superman unrolls
A suit before he lifts
But I'm not the kind of person that it fits
She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can miss
I want something just like this
I want something just like this
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this"
405,5,6,bad and boujee,migos,migos  featuring  lil uzi vert,2017,"You know, young rich niggas
You know, so we ain't really never had no old money
We got a whole lotta new money though, hah
Hey!
Raindrop , drop top 
Smokin' on cookie in the hotbox 
Fuckin' on your bitch, she a thot, thot 
Cookin' up dope in the crockpot 
We came from nothin' to somethin', nigga 
I don't trust nobody, greet the trigger 
Call up the gang and they come and get ya 
Cry me a river, give you a tissue 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
Offset, whoo, whoo, whoo, whoo, whoo!
Rackaids on rackaids, got back-ends on back-ends
I'm ridin' around in a coupe 
I take your bih right from you 
Bitch, I'm a dog, roof 
Beat the ho walls loose 
Hop in the frog, whoo 
I tell that bih to come comfort me 
I swear these niggas is under me 
They hate and the devil keep jumpin' me 
Bankrolls on me keep me company 
Ayy, we do the most 
Yeah, pull up in Ghosts 
Yeah, my diamond's a choker 
Holdin' the fire with no holster 
Rick the Ruler, diamonds cooler 
This a Rollie, not a Muller 
Dabbin' on 'em like the usual 
Magic with the brick, do voodoo 
Courtside with a bad bitch 
Then I send the bitch through Uber 
I'm young and rich and plus I'm bougie 
I'm not stupid so I keep the Uzi 
Rackaids on rackaids, got back-ends on back-ends
So my money makin' my back ache 
You niggas got a low Act rate 
We from the Nawf, yeah, dat way 
Fat Cookie blunt in the ashtray 
Two bitches, just national smash day 
Hop in the Lamb, have a drag race 
I let them birds take a bath, bae 
Raindrop , drop top 
Smokin' on cookie in the hotbox 
Fuckin' on your bitch, she a thot, thot 
Cookin' up dope in the crockpot 
We came from nothin' to somethin', nigga 
I don't trust nobody, greet the trigger 
Call up the gang and they come and get ya 
Cry me a river, give you a tissue 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
Pour a four, I'm droppin' muddy, outer space—Kid Cudi 
Introduce me to your bitch as wifey and we know she sluttin'
Broke a brick down, nutted butted, now that nigga duckin' 
Don't move too fast, I might shoot ya 
Draco bad and boujee 
I'm always hangin' with shooters 
Might be posted somewhere secluded 
Still be playin' with pots and pans, call me Quavo Ratatouille 
Run with that sack, call me Boobie 
When I'm on stage show me boobies 
Ice on my neck, I'm the coolest 
Hop out the suicide with the Uzi 
I pull up, I pull up, I pull up
I hop out with all of the drugs and the good luck 
I'm cookin', I'm cookin', I'm whippin'
I'm whippin' into a rock up, let it lock up 
I gave her 10 racks
I told her go shoppin' and spend it all at the pop up 
These bitches, they fuck and suck dick
And they bustin' for Instagram, get your clout up
Uh, yeah, dat way, float on the track like a Segway 
Yeah, dat way, I used to trap by the Subway 
Yeah, dat way, young nigga trap with the AK 
Yeah, dat way, big dyke ho, get the door, Macy Gray 
Raindrop , drop top 
Smokin' on cookie in the hotbox 
Fuckin' on your bitch, she a thot, thot 
Cookin' up dope in the crockpot 
We came from nothin' to somethin', nigga 
I don't trust nobody, greet the trigger 
Call up the gang and they come and get ya 
Cry me a river, give you a tissue 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
Yeah, yeah, yeah, yeah, yeah, yeah
My bitch, she bad to the bone
Ayy, wait, these niggas watchin'
I swear to God they be my clones
Yeah, hey, huh
Switchin' my hoes like my flows 
Switchin' my flows like my clothes 
Keep on shootin' that gun, don't reload
Ooh, ooh, now she want fuck with my crew
'Cause the money come all out the roof
Drive the 'Rari, that bitch got no roof 
Wait, what kind of 'Rari? 458 
All of these niggas, they hate 
Try to hide, shoot through the gate
Look, go to strip club, make it rain
Yeah, so much money they use rakes
Count a hundred thousand in your face 
Yeah, then put 300 right in the safe
Met her today, yeah
She talk to me like she knew me, yeah
Go to sleep in a jacuzzi, yeah
Wakin' up right to a two-piece, yeah
Countin' that paper like loose leaf, yeah
Gettin' that chicken with blue cheese, yeah
Boy, you so fake, like my collar you snakin'
I swear to God that be that Gucci 
And you know we winnin' 
Yeah, we is not losin'
Try to play your song, it ain't move me 
Saw your girl once, now she choosin', yeah
Raindrop , drop top 
Smokin' on cookie in the hotbox 
Fuckin' on your bitch, she a thot, thot 
Cookin' up dope in the crockpot 
We came from nothin' to somethin', nigga 
I don't trust nobody, greet the trigger 
Call up the gang and they come and get ya 
Cry me a river, give you a tissue 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too 
My bitch is bad and boujee 
Cookin' up dope with a Uzi 
My niggas is savage, ruthless 
We got 30's and hundred rounds too "
406,6,7,closer,the chainsmokers,the chainsmokers  featuring  halsey,2017,"Hey, I was doing just fine before I met you
I drink too much
And that's an issue, but I'm okay
Hey, you tell your friends
It was nice to meet them
But I hope I never see them again
I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now you're lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that Blink-182 song
That we beat to death in Tucson, okay
I know it breaks your heart
Moved to the city in a broke-down car
And four years, no call
Now I'm lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older"
407,7,8,body like a back road,sam hunt,sam hunt,2017,"Got a girl from the south side, got braids in her hair
First time I seen her walk by, man I 'bout fell up out my chair
Had to get her number, it took me like six weeks
Now me and her go way back like Cadillac seats
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can
The way she fit in them blue jeans, she don't need no belt
But I can turn them inside out, I don't need no help
Got hips like honey, so thick and so sweet, man
It ain't no curves like hers on them downtown streets
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can
We're out here in the boondocks
With the breeze and the birds
Tangled up in the tall grass
With my lips on hers
On a highway to heaven
Headed south of her smile mmm
Get there when we get there
Every inch is a mile
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can
I'ma take it slow
Just as fast as I can
Body like a back road
Drivin' with my eyes closed
I know every curve like the back of my hand
Got braids in her hair"
408,8,9,believer,imagine dragons,imagine dragons,2017,"First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh
I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer
Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh
I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer
Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer"
409,9,10,congratulations,post malone,post malone  featuring  quavo,2017,"Mm-mmm
Yeah, yeah
Mm-mmm
Yeah 
My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" 
Worked so hard, forgot how to vacation 
They ain't never had the dedication 
People hatin', say we changed and look, we made it 
Yeah, we made it 
They was never friendly, yeah
Now I'm jumping out the Bentley, yeah
And I know I sound dramatic, yeah
But I know I had to have it, yeah
For the money, I'm a savage, yeah
I be itching like a addict, yeah
I'm surrounded, 20 bad bitches, yeah
But they didn't know me last year, yeah
Everyone wanna act like they important 
But all that mean nothing when I saw my dough, yuh 
Everyone countin' on me, drop the ball, yuh 
Everything custom like I'm at the border, yeah, yeah
If you fuck with winning, put your lighters to the sky
How could I make cents when I got millions on my mind?
Coming with that bullshit, I just put it to the side
Balling since a baby, they could see it in my eyes
My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" 
Worked so hard, forgot how to vacation 
They ain't never had the dedication 
People hatin', say we changed and look we made it 
Yeah, we made it 
I was patient 
I was patient 
Now I can scream that we made it 
Now everywhere, everywhere I go, they say 'gratulation 
Young nigga, young nigga, graduation 
I pick up the rock and I ball, baby 
I'm looking for someone to call, baby 
But right now, I got a situation 
Never old Ben-Ben Franklins 
Big rings , champagne 
My life is like a ball game 
But instead, I'm in the trap though 
Pot so big, call it Super Bowl 
Super Bowl, call the hoes , get in the Rolls 
Top-floor lifestyle , Huncho and Post 
Malone , I gotta play on my phone 
You know what I'm on , Huncho Houdini is gone 
My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" 
Worked so hard, forgot how to vacation 
They ain't never had the dedication 
People hatin', say we changed and look we made it 
Yeah, we made it 
Hey, hey, hey, hey
Hey, hey, hey, hey"
410,10,11,say you won't let go,james arthur,james arthur,2017,"I met you in the dark
You lit me up
You made me feel as though
I was enough
We danced the night away
We drank too much
I held your hair back when
You were throwing up
Then you smiled over your shoulder
For a minute, I was stone cold sober
I pulled you closer to my chest
And you asked me to stay over
I said, I already told ya
I think that you should get some rest
I knew I loved you then
But you'd never know
'Cause I played it cool
When I was scared of letting go
I knew I needed you
But I never showed
But I wanna stay with you
Until we're grey and old
Just say you won't let go
Just say you won't let go
I'll wake you up with some breakfast in bed
I'll bring you coffee
With a kiss on your head
And I'll take the kids to school
Wave them goodbye
And I'll thank my lucky stars for that night
When you looked over your shoulder
For a minute, I forget that I'm older
I wanna dance with you right now, oh
And you look as beautiful as ever
And I swear that everyday you'll get better
You make me feel this way somehow
I'm so in love with you
And I hope you know
Darling your love is more
Than worth its weight in gold
We've come so far my dear
Look how we've grown
And I wanna stay with you
Until we're grey and old
Just say you won't let go
Just say you won't let go
I wanna live with you
Even when we're ghosts
'Cause you were always there for me
When I needed you most
I'm gonna love you till
My lungs give out
I promise 'til death we part
Like in our vows
So I wrote this song for you
Now everybody knows
That it's just you and me
Until we're grey and old
Just say you won't let go
Just say you won't let go
Just say you won't let go
Oh, just say you won't let go"
411,11,12,i'm the one,dj khaled,"dj khaled  featuring  justin bieber ,  quavo ,  chance the rapper  and  lil wayne",2017,"We the Best Music
Another one!
DJ Khaled
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the Dawn
Know you wanna ride now 
I'm the one, yeah, I'm the one, yeah
And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Yeah, yeah!
Quavo! I'm the one that hit that same spot 
She the one that bring them rain drops 
We go back, remember criss-cross and hopscotch? 
You the one that hold me down when the block's hot 
I make your dreams come true when you wake up 
And your look's just the same without no make-up
Had to pull up on your mama, see what you're made of 
Ain't gotta worry 'bout 'em commas 'cause my cake up
You can run inside my life from that fame bus 
'Cause I promise, when we step out you'll be famous 
Modern day Bonnie and Clyde what they named us 
'Cause when we pull up — brt-brt! — all angles
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the Dawn
Know you wanna ride now 
I'm the one, yeah, I'm the one, yeah
And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Okay though
Uh, she beat her face up with that new Chanel
She like the price, she see the ice, it make her coochie melt
When I met her in the club I asked her who she felt
Then she went and put that booty on that Gucci belt
We don't got no label
She say she want bottles, she ain't got no table
She don't got no bed frame, she don't got no tables
We just watchin' Netflix, she ain't got no cable, okay though
Plug, plug, plug, I'm the plug for her
She want a nigga that pull her hair and hold the door for her
Baby, that's only me, bitch, it okay with me
Baby, okay, okay though
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the Dawn
Know you wanna ride now 
I'm the one, yeah, I'm the one, yeah
And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Lookin' for the one?
Well, bitch, you're lookin' at the one
I'm the best yet, and yet my best is yet to come
'Cause I've been lookin' for somebody
Not just any fuckin' body
Don't make me catch a body
That's for any and everybody
Oh my God, she hit me up all day, get no response
Bitch, you blow my high
That's like turnin' gold to bronze, roll my eyes
And when she on the Molly she a zombie
She think we Clyde and Bonnie
But it's more like Whitney and Bobby
God, forgive me! Tunechi F finessin', I'm a legend
Straight up out the Crescent
Fly your bae down for the Essence
For the record I knew Khaled when that boy was spinnin' records
Mula Gang, winnin' record
I'm just flexin' on my exes, oh God
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the Dawn
Know you wanna ride now 
I'm the one, yeah, I'm the one, yeah
And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Don't you know, girl? Don't you know, girl?
I am the one for you 
Yeah, I'm the one
Don't you know, girl? Don't you know, girl?
I am the one for you 
Yeah, I'm the one
Don't you know, girl? Don't you know, girl?
I am the one for you 
Yeah, I'm the one
Don't you know, girl? Don't you know, girl?
I am the one for you 
Yeah, I'm the one"
